166;361,333333333333;20;1;
216;361,333333333333;20;1;
216;361,333333333333;20;1;
216;411,333333333333;20;1;
216;411,333333333333;20;1;
166;411,333333333333;20;1;
166;411,333333333333;20;1;
166;361,333333333333;20;1;
166;361,333333333333;70;1;
216;361,333333333333;70;1;
216;361,333333333333;70;1;
216;411,333333333333;70;1;
216;411,333333333333;70;1;
166;411,333333333333;70;1;
166;411,333333333333;70;1;
166;361,333333333333;70;1;
166;361,333333333333;20;1;
216;361,333333333333;20;1;
216;361,333333333333;20;1;
216;361,333333333333;70;1;
216;361,333333333333;70;1;
166;361,333333333333;70;1;
166;361,333333333333;70;1;
166;361,333333333333;20;1;
166;411,333333333333;20;1;
216;411,333333333333;20;1;
216;411,333333333333;20;1;
216;411,333333333333;70;1;
216;411,333333333333;70;1;
166;411,333333333333;70;1;
166;411,333333333333;70;1;
166;411,333333333333;20;1;
166;361,333333333333;20;1;
166;411,333333333333;20;1;
166;411,333333333333;20;1;
166;411,333333333333;70;1;
166;411,333333333333;70;1;
166;361,333333333333;70;1;
166;361,333333333333;70;1;
166;361,333333333333;20;1;
216;361,333333333333;20;1;
216;411,333333333333;20;1;
216;411,333333333333;20;1;
216;411,333333333333;70;1;
216;411,333333333333;70;1;
216;361,333333333333;70;1;
216;361,333333333333;70;1;
216;361,333333333333;20;1;
